sequence_id,sample_id,reenactment_id,sequence_timestamp,set_id,participant_id,level_id,emoji_id,camera_index,perspective,image_sequence_path,timestep,frame_timestamp,frame_path,true_class_id,true_class,predicted_class_id,predicted_class,true_class_probability,predicted_class_probability,correct_at_timestep,correct_final_prediction,probability_anger,probability_disgust,probability_fear,probability_happiness,probability_neutral,probability_sadness,probability_surprise
1700568119916-2-8-4-25-2-1,1700568119916-2-8-4-25-2-1-01,1700568119916-2-8-4-25-2,1700568119916,2,8,4,25,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700568119916-2-8-4-25-2-1,1,1700568118958,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700568119916-2-8-4-25-2-1/1700568118958-2-8-4-25-2-1.jpg,2,Fear,0,Anger,0.05010807,0.46478295,False,True,0.46478295,0.15651402,0.05010807,0.05869294,0.08312631,0.15362202,0.033153728
1700568121727-2-8-4-26-1-0,1700568121727-2-8-4-26-1-0-01,1700568121727-2-8-4-26-1,1700568121727,2,8,4,26,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700568121727-2-8-4-26-1-0,1,1700568120752,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700568121727-2-8-4-26-1-0/1700568120752-2-8-4-26-1-0.jpg,1,Disgust,2,Fear,0.3106035,0.380817,False,True,0.05620983,0.3106035,0.380817,0.040901218,0.058573153,0.081696495,0.07119872
1700568121727-2-8-4-26-1-1,1700568121727-2-8-4-26-1-1-01,1700568121727-2-8-4-26-1,1700568121727,2,8,4,26,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700568121727-2-8-4-26-1-1,1,1700568120752,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700568121727-2-8-4-26-1-1/1700568120752-2-8-4-26-1-1.jpg,1,Disgust,5,Sadness,0.17292483,0.35652396,False,True,0.3088012,0.17292483,0.04413282,0.033481963,0.055465642,0.35652396,0.028669594
1700577641790-2-10-1-1-5-0,1700577641790-2-10-1-1-5-0-01,1700577641790-2-10-1-1-5,1700577641790,2,10,1,1,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700577641790-2-10-1-1-5-0,1,1700577640823,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700577641790-2-10-1-1-5-0/1700577640823-2-10-1-1-5-0.jpg,5,Sadness,5,Sadness,0.26130763,0.26130763,True,True,0.25424376,0.2600349,0.06056251,0.0555266,0.043907754,0.26130763,0.06441689
1700577641790-2-10-1-1-5-1,1700577641790-2-10-1-1-5-1-01,1700577641790-2-10-1-1-5,1700577641790,2,10,1,1,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700577641790-2-10-1-1-5-1,1,1700577640823,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700577641790-2-10-1-1-5-1/1700577640823-2-10-1-1-5-1.jpg,5,Sadness,5,Sadness,0.39299282,0.39299282,True,True,0.16520448,0.1892663,0.059314925,0.058101743,0.059650417,0.39299282,0.07546919
1700577644246-2-10-1-2-3-0,1700577644246-2-10-1-2-3-0-01,1700577644246-2-10-1-2-3,1700577644246,2,10,1,2,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700577644246-2-10-1-2-3-0,1,1700577643274,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700577644246-2-10-1-2-3-0/1700577643274-2-10-1-2-3-0.jpg,3,Happiness,3,Happiness,0.5559236,0.5559236,True,True,0.09949742,0.11872508,0.08888334,0.5559236,0.05633579,0.03471222,0.045922562
1700577644246-2-10-1-2-3-1,1700577644246-2-10-1-2-3-1-01,1700577644246-2-10-1-2-3,1700577644246,2,10,1,2,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700577644246-2-10-1-2-3-1,1,1700577643274,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700577644246-2-10-1-2-3-1/1700577643274-2-10-1-2-3-1.jpg,3,Happiness,3,Happiness,0.6042526,0.6042526,True,True,0.054215774,0.14752582,0.101711586,0.6042526,0.035791155,0.021537961,0.03496518
1700577653948-2-10-1-6-3-0,1700577653948-2-10-1-6-3-0-01,1700577653948-2-10-1-6-3,1700577653948,2,10,1,6,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700577653948-2-10-1-6-3-0,1,1700577652948,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700577653948-2-10-1-6-3-0/1700577652948-2-10-1-6-3-0.jpg,3,Happiness,0,Anger,0.13480663,0.28655416,False,True,0.28655416,0.24791278,0.10031302,0.13480663,0.0635886,0.085369945,0.08145482
1700577653948-2-10-1-6-3-1,1700577653948-2-10-1-6-3-1-01,1700577653948-2-10-1-6-3,1700577653948,2,10,1,6,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700577653948-2-10-1-6-3-1,1,1700577652948,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700577653948-2-10-1-6-3-1/1700577652948-2-10-1-6-3-1.jpg,3,Happiness,1,Disgust,0.16789743,0.23800848,False,True,0.2143326,0.23800848,0.116762206,0.16789743,0.07531787,0.096241124,0.091440305
1700577659103-2-10-1-8-3-0,1700577659103-2-10-1-8-3-0-01,1700577659103-2-10-1-8-3,1700577659103,2,10,1,8,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700577659103-2-10-1-8-3-0,1,1700577658231,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700577659103-2-10-1-8-3-0/1700577658231-2-10-1-8-3-0.jpg,3,Happiness,3,Happiness,0.2742826,0.2742826,True,True,0.2695214,0.13301091,0.09035034,0.2742826,0.08564455,0.07356656,0.07362366
1700577659103-2-10-1-8-3-1,1700577659103-2-10-1-8-3-1-01,1700577659103-2-10-1-8-3,1700577659103,2,10,1,8,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700577659103-2-10-1-8-3-1,1,1700577658231,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700577659103-2-10-1-8-3-1/1700577658231-2-10-1-8-3-1.jpg,3,Happiness,3,Happiness,0.7651005,0.7651005,True,True,0.05235651,0.040985774,0.046156533,0.7651005,0.053759404,0.019264426,0.022376832
1700577731858-2-10-2-0-4-0,1700577731858-2-10-2-0-4-0-01,1700577731858-2-10-2-0-4,1700577731858,2,10,2,0,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700577731858-2-10-2-0-4-0,1,1700577730885,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700577731858-2-10-2-0-4-0/1700577730885-2-10-2-0-4-0.jpg,4,Neutral,0,Anger,0.095037214,0.3479473,False,True,0.3479473,0.21591973,0.09300572,0.09034912,0.095037214,0.10975494,0.047985945
1700577731858-2-10-2-0-4-1,1700577731858-2-10-2-0-4-1-01,1700577731858-2-10-2-0-4,1700577731858,2,10,2,0,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700577731858-2-10-2-0-4-1,1,1700577730885,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700577731858-2-10-2-0-4-1/1700577730885-2-10-2-0-4-1.jpg,4,Neutral,3,Happiness,0.07677968,0.5823215,False,False,0.11291279,0.08349545,0.0668892,0.5823215,0.07677968,0.036651142,0.040950175
1700577733309-2-10-2-1-1-0,1700577733309-2-10-2-1-1-0-01,1700577733309-2-10-2-1-1,1700577733309,2,10,2,1,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700577733309-2-10-2-1-1-0,1,1700577732347,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700577733309-2-10-2-1-1-0/1700577732347-2-10-2-1-1-0.jpg,1,Disgust,0,Anger,0.14632171,0.26367518,False,False,0.26367518,0.14632171,0.100882106,0.13861525,0.21291271,0.09538278,0.042210303
1700577733309-2-10-2-1-1-1,1700577733309-2-10-2-1-1-1-01,1700577733309-2-10-2-1-1,1700577733309,2,10,2,1,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700577733309-2-10-2-1-1-1,1,1700577732347,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700577733309-2-10-2-1-1-1/1700577732347-2-10-2-1-1-1.jpg,1,Disgust,3,Happiness,0.17401496,0.35348475,False,True,0.20790629,0.17401496,0.0991443,0.35348475,0.06426334,0.049514826,0.05167148
1700577738960-2-10-2-3-2-0,1700577738960-2-10-2-3-2-0-01,1700577738960-2-10-2-3-2,1700577738960,2,10,2,3,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700577738960-2-10-2-3-2-0,1,1700577737929,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700577738960-2-10-2-3-2-0/1700577737929-2-10-2-3-2-0.jpg,2,Fear,0,Anger,0.08342529,0.35246214,False,True,0.35246214,0.2537017,0.08342529,0.07691,0.062910564,0.11935463,0.051235665
1700577738960-2-10-2-3-2-1,1700577738960-2-10-2-3-2-1-01,1700577738960-2-10-2-3-2,1700577738960,2,10,2,3,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700577738960-2-10-2-3-2-1,1,1700577737929,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700577738960-2-10-2-3-2-1/1700577737929-2-10-2-3-2-1.jpg,2,Fear,1,Disgust,0.1168526,0.27198935,False,False,0.24081978,0.27198935,0.1168526,0.11939585,0.06759975,0.09884424,0.084498525
1700577740656-2-10-2-4-1-0,1700577740656-2-10-2-4-1-0-01,1700577740656-2-10-2-4-1,1700577740656,2,10,2,4,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700577740656-2-10-2-4-1-0,1,1700577739811,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700577740656-2-10-2-4-1-0/1700577739811-2-10-2-4-1-0.jpg,1,Disgust,0,Anger,0.2525025,0.253721,False,False,0.253721,0.2525025,0.120976254,0.07676771,0.097250424,0.12640701,0.07237509
1700577740656-2-10-2-4-1-1,1700577740656-2-10-2-4-1-1-01,1700577740656-2-10-2-4-1,1700577740656,2,10,2,4,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700577740656-2-10-2-4-1-1,1,1700577739811,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700577740656-2-10-2-4-1-1/1700577739811-2-10-2-4-1-1.jpg,1,Disgust,0,Anger,0.29732677,0.30220574,False,True,0.30220574,0.29732677,0.08816079,0.0969935,0.051021274,0.095823556,0.06846834
1700577744274-2-10-2-5-1-0,1700577744274-2-10-2-5-1-0-01,1700577744274-2-10-2-5-1,1700577744274,2,10,2,5,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700577744274-2-10-2-5-1-0,1,1700577743317,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700577744274-2-10-2-5-1-0/1700577743317-2-10-2-5-1-0.jpg,1,Disgust,3,Happiness,0.21541029,0.2439813,False,False,0.21201302,0.21541029,0.10773802,0.2439813,0.06974627,0.077592656,0.07351839
1700577744274-2-10-2-5-1-1,1700577744274-2-10-2-5-1-1-01,1700577744274-2-10-2-5-1,1700577744274,2,10,2,5,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700577744274-2-10-2-5-1-1,1,1700577743317,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700577744274-2-10-2-5-1-1/1700577743317-2-10-2-5-1-1.jpg,1,Disgust,1,Disgust,0.22586001,0.22586001,True,True,0.20971774,0.22586001,0.121740274,0.13254973,0.086539604,0.120847784,0.10274481
1700577751365-2-10-2-8-6-0,1700577751365-2-10-2-8-6-0-01,1700577751365-2-10-2-8-6,1700577751365,2,10,2,8,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700577751365-2-10-2-8-6-0,1,1700577750404,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700577751365-2-10-2-8-6-0/1700577750404-2-10-2-8-6-0.jpg,6,Surprise,1,Disgust,0.06899432,0.261078,False,True,0.2594654,0.261078,0.11128107,0.08528799,0.08962782,0.124265455,0.06899432
1700577751365-2-10-2-8-6-1,1700577751365-2-10-2-8-6-1-01,1700577751365-2-10-2-8-6,1700577751365,2,10,2,8,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700577751365-2-10-2-8-6-1,1,1700577750404,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700577751365-2-10-2-8-6-1/1700577750404-2-10-2-8-6-1.jpg,6,Surprise,1,Disgust,0.067621626,0.30560234,False,False,0.2678468,0.30560234,0.094209746,0.13261907,0.053850032,0.078250386,0.067621626
1700577753271-2-10-2-9-6-0,1700577753271-2-10-2-9-6-0-01,1700577753271-2-10-2-9-6,1700577753271,2,10,2,9,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700577753271-2-10-2-9-6-0,1,1700577752328,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700577753271-2-10-2-9-6-0/1700577752328-2-10-2-9-6-0.jpg,6,Surprise,0,Anger,0.054251857,0.38414696,False,False,0.38414696,0.15630352,0.079494536,0.09163808,0.10804448,0.12612057,0.054251857
1700577753271-2-10-2-9-6-1,1700577753271-2-10-2-9-6-1-01,1700577753271-2-10-2-9-6,1700577753271,2,10,2,9,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700577753271-2-10-2-9-6-1,1,1700577752328,/workspace/datasets/emoji-hero-vr-db-di/test_set/Surprise/1700577753271-2-10-2-9-6-1/1700577752328-2-10-2-9-6-1.jpg,6,Surprise,3,Happiness,0.04495629,0.49160948,False,True,0.19728003,0.07873465,0.062064297,0.49160948,0.07172576,0.05362952,0.04495629
1700577756759-2-10-2-10-2-0,1700577756759-2-10-2-10-2-0-01,1700577756759-2-10-2-10-2,1700577756759,2,10,2,10,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700577756759-2-10-2-10-2-0,1,1700577755793,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700577756759-2-10-2-10-2-0/1700577755793-2-10-2-10-2-0.jpg,2,Fear,2,Fear,0.70759434,0.70759434,True,True,0.017302178,0.075069375,0.70759434,0.05380158,0.025555188,0.0191047,0.10157262
1700577756759-2-10-2-10-2-1,1700577756759-2-10-2-10-2-1-01,1700577756759-2-10-2-10-2,1700577756759,2,10,2,10,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700577756759-2-10-2-10-2-1,1,1700577755793,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700577756759-2-10-2-10-2-1/1700577755793-2-10-2-10-2-1.jpg,2,Fear,2,Fear,0.683554,0.683554,True,True,0.02017936,0.07829679,0.683554,0.063749425,0.02963811,0.020919334,0.103663035
1700577759366-2-10-2-11-4-0,1700577759366-2-10-2-11-4-0-01,1700577759366-2-10-2-11-4,1700577759366,2,10,2,11,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700577759366-2-10-2-11-4-0,1,1700577758389,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700577759366-2-10-2-11-4-0/1700577758389-2-10-2-11-4-0.jpg,4,Neutral,0,Anger,0.15314898,0.25194865,False,True,0.25194865,0.13753805,0.08863409,0.16687423,0.15314898,0.14639975,0.05545623
1700577759366-2-10-2-11-4-1,1700577759366-2-10-2-11-4-1-01,1700577759366-2-10-2-11-4,1700577759366,2,10,2,11,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700577759366-2-10-2-11-4-1,1,1700577758389,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700577759366-2-10-2-11-4-1/1700577758389-2-10-2-11-4-1.jpg,4,Neutral,1,Disgust,0.050260123,0.2913384,False,False,0.15229885,0.2913384,0.12824155,0.28628674,0.050260123,0.04456363,0.04701062
1700577839039-2-10-3-0-4-0,1700577839039-2-10-3-0-4-0-01,1700577839039-2-10-3-0-4,1700577839039,2,10,3,0,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700577839039-2-10-3-0-4-0,1,1700577838063,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700577839039-2-10-3-0-4-0/1700577838063-2-10-3-0-4-0.jpg,4,Neutral,1,Disgust,0.08230845,0.25146288,False,False,0.24948151,0.25146288,0.12018129,0.10817494,0.08230845,0.10838556,0.080005355
1700577839039-2-10-3-0-4-1,1700577839039-2-10-3-0-4-1-01,1700577839039-2-10-3-0-4,1700577839039,2,10,3,0,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700577839039-2-10-3-0-4-1,1,1700577838063,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700577839039-2-10-3-0-4-1/1700577838063-2-10-3-0-4-1.jpg,4,Neutral,3,Happiness,0.052418333,0.81141746,False,False,0.033464875,0.031526487,0.039795037,0.81141746,0.052418333,0.01442967,0.016948072
1700577841033-2-10-3-1-1-0,1700577841033-2-10-3-1-1-0-01,1700577841033-2-10-3-1-1,1700577841033,2,10,3,1,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700577841033-2-10-3-1-1-0,1,1700577840253,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700577841033-2-10-3-1-1-0/1700577840253-2-10-3-1-1-0.jpg,1,Disgust,1,Disgust,0.22018023,0.22018023,True,True,0.17608306,0.22018023,0.15496472,0.0909523,0.1699827,0.11591387,0.07192315
1700577841033-2-10-3-1-1-1,1700577841033-2-10-3-1-1-1-01,1700577841033-2-10-3-1-1,1700577841033,2,10,3,1,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700577841033-2-10-3-1-1-1,1,1700577840253,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700577841033-2-10-3-1-1-1/1700577840253-2-10-3-1-1-1.jpg,1,Disgust,3,Happiness,0.048498716,0.5242924,False,True,0.10144755,0.048498716,0.0700509,0.5242924,0.18442625,0.033114422,0.038169812
1700577843732-2-10-3-2-0-0,1700577843732-2-10-3-2-0-0-01,1700577843732-2-10-3-2-0,1700577843732,2,10,3,2,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700577843732-2-10-3-2-0-0,1,1700577842773,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700577843732-2-10-3-2-0-0/1700577842773-2-10-3-2-0-0.jpg,0,Anger,0,Anger,0.39338902,0.39338902,True,True,0.39338902,0.21947275,0.075538665,0.06831591,0.061204843,0.12816699,0.053911794
1700577843732-2-10-3-2-0-1,1700577843732-2-10-3-2-0-1-01,1700577843732-2-10-3-2-0,1700577843732,2,10,3,2,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700577843732-2-10-3-2-0-1,1,1700577842773,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700577843732-2-10-3-2-0-1/1700577842773-2-10-3-2-0-1.jpg,0,Anger,0,Anger,0.338849,0.338849,True,True,0.338849,0.20366259,0.08298129,0.13700654,0.06374096,0.10571466,0.06804499
1700577847201-2-10-3-4-3-0,1700577847201-2-10-3-4-3-0-01,1700577847201-2-10-3-4-3,1700577847201,2,10,3,4,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700577847201-2-10-3-4-3-0,1,1700577846267,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700577847201-2-10-3-4-3-0/1700577846267-2-10-3-4-3-0.jpg,3,Happiness,2,Fear,0.029176796,0.520027,False,True,0.016420856,0.038298555,0.520027,0.029176796,0.027406756,0.019685417,0.34898463
1700577847201-2-10-3-4-3-1,1700577847201-2-10-3-4-3-1-01,1700577847201-2-10-3-4-3,1700577847201,2,10,3,4,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700577847201-2-10-3-4-3-1,1,1700577846267,/workspace/datasets/emoji-hero-vr-db-di/test_set/Happiness/1700577847201-2-10-3-4-3-1/1700577846267-2-10-3-4-3-1.jpg,3,Happiness,2,Fear,0.060098533,0.64793456,False,True,0.024062987,0.065555766,0.64793456,0.060098533,0.041126154,0.023320995,0.13790098
1700577849695-2-10-3-5-2-0,1700577849695-2-10-3-5-2-0-01,1700577849695-2-10-3-5-2,1700577849695,2,10,3,5,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700577849695-2-10-3-5-2-0,1,1700577848732,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700577849695-2-10-3-5-2-0/1700577848732-2-10-3-5-2-0.jpg,2,Fear,3,Happiness,0.030172087,0.86383,False,False,0.023258595,0.023367,0.030172087,0.86383,0.035185814,0.011417158,0.012769305
1700577849695-2-10-3-5-2-1,1700577849695-2-10-3-5-2-1-01,1700577849695-2-10-3-5-2,1700577849695,2,10,3,5,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700577849695-2-10-3-5-2-1,1,1700577848732,/workspace/datasets/emoji-hero-vr-db-di/test_set/Fear/1700577849695-2-10-3-5-2-1/1700577848732-2-10-3-5-2-1.jpg,2,Fear,3,Happiness,0.027380677,0.87114275,False,True,0.021924557,0.020818736,0.027380677,0.87114275,0.0359357,0.011238098,0.011559535
1700577851526-2-10-3-6-5-0,1700577851526-2-10-3-6-5-0-01,1700577851526-2-10-3-6-5,1700577851526,2,10,3,6,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700577851526-2-10-3-6-5-0,1,1700577850568,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700577851526-2-10-3-6-5-0/1700577850568-2-10-3-6-5-0.jpg,5,Sadness,3,Happiness,0.00702176,0.91881126,False,True,0.013133415,0.014147835,0.017640324,0.91881126,0.023187079,0.00702176,0.006058264
1700577851526-2-10-3-6-5-1,1700577851526-2-10-3-6-5-1-01,1700577851526-2-10-3-6-5,1700577851526,2,10,3,6,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700577851526-2-10-3-6-5-1,1,1700577850568,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700577851526-2-10-3-6-5-1/1700577850568-2-10-3-6-5-1.jpg,5,Sadness,3,Happiness,0.022059014,0.69908917,False,False,0.049856506,0.08135768,0.07235788,0.69908917,0.045667946,0.022059014,0.029611845
1700577854173-2-10-3-7-5-0,1700577854173-2-10-3-7-5-0-01,1700577854173-2-10-3-7-5,1700577854173,2,10,3,7,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700577854173-2-10-3-7-5-0,1,1700577853199,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700577854173-2-10-3-7-5-0/1700577853199-2-10-3-7-5-0.jpg,5,Sadness,0,Anger,0.079910085,0.70254713,False,False,0.70254713,0.10625947,0.025810951,0.042787764,0.022634614,0.079910085,0.020049917
1700577854173-2-10-3-7-5-1,1700577854173-2-10-3-7-5-1-01,1700577854173-2-10-3-7-5,1700577854173,2,10,3,7,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700577854173-2-10-3-7-5-1,1,1700577853199,/workspace/datasets/emoji-hero-vr-db-di/test_set/Sadness/1700577854173-2-10-3-7-5-1/1700577853199-2-10-3-7-5-1.jpg,5,Sadness,0,Anger,0.16840912,0.26151606,False,False,0.26151606,0.22344907,0.09505766,0.08666037,0.06634294,0.16840912,0.09856478
1700577855799-2-10-3-8-0-0,1700577855799-2-10-3-8-0-0-01,1700577855799-2-10-3-8-0,1700577855799,2,10,3,8,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700577855799-2-10-3-8-0-0,1,1700577854829,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700577855799-2-10-3-8-0-0/1700577854829-2-10-3-8-0-0.jpg,0,Anger,3,Happiness,0.024126487,0.8362155,False,False,0.024126487,0.035173006,0.040118348,0.8362155,0.035378005,0.012510087,0.01647854
1700577855799-2-10-3-8-0-1,1700577855799-2-10-3-8-0-1-01,1700577855799-2-10-3-8-0,1700577855799,2,10,3,8,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700577855799-2-10-3-8-0-1,1,1700577854829,/workspace/datasets/emoji-hero-vr-db-di/test_set/Anger/1700577855799-2-10-3-8-0-1/1700577854829-2-10-3-8-0-1.jpg,0,Anger,3,Happiness,0.015329303,0.90502304,False,False,0.015329303,0.017079355,0.02028266,0.90502304,0.026756493,0.008283759,0.0072453506
1700577857687-2-10-3-9-1-0,1700577857687-2-10-3-9-1-0-01,1700577857687-2-10-3-9-1,1700577857687,2,10,3,9,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700577857687-2-10-3-9-1-0,1,1700577856667,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700577857687-2-10-3-9-1-0/1700577856667-2-10-3-9-1-0.jpg,1,Disgust,3,Happiness,0.03546661,0.8068976,False,True,0.0415938,0.03546661,0.04163959,0.8068976,0.039953556,0.015763678,0.018685218
1700577857687-2-10-3-9-1-1,1700577857687-2-10-3-9-1-1-01,1700577857687-2-10-3-9-1,1700577857687,2,10,3,9,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700577857687-2-10-3-9-1-1,1,1700577856667,/workspace/datasets/emoji-hero-vr-db-di/test_set/Disgust/1700577857687-2-10-3-9-1-1/1700577856667-2-10-3-9-1-1.jpg,1,Disgust,3,Happiness,0.06276647,0.6954022,False,True,0.06776953,0.06276647,0.05826354,0.6954022,0.059257668,0.026176076,0.030364519
1700577863441-2-10-3-12-4-0,1700577863441-2-10-3-12-4-0-01,1700577863441-2-10-3-12-4,1700577863441,2,10,3,12,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700577863441-2-10-3-12-4-0,1,1700577862471,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700577863441-2-10-3-12-4-0/1700577862471-2-10-3-12-4-0.jpg,4,Neutral,3,Happiness,0.07190703,0.6186727,False,True,0.0856364,0.07673315,0.07332776,0.6186727,0.07190703,0.033973724,0.03974919
1700577863441-2-10-3-12-4-1,1700577863441-2-10-3-12-4-1-01,1700577863441-2-10-3-12-4,1700577863441,2,10,3,12,1,Side,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700577863441-2-10-3-12-4-1,1,1700577862471,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700577863441-2-10-3-12-4-1/1700577862471-2-10-3-12-4-1.jpg,4,Neutral,3,Happiness,0.040071532,0.8473142,False,False,0.024396416,0.028180491,0.03319052,0.8473142,0.040071532,0.01231995,0.014526815
1700577867123-2-10-3-14-4-0,1700577867123-2-10-3-14-4-0-01,1700577867123-2-10-3-14-4,1700577867123,2,10,3,14,0,Central,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700577867123-2-10-3-14-4-0,1,1700577866329,/workspace/datasets/emoji-hero-vr-db-di/test_set/Neutral/1700577867123-2-10-3-14-4-0/1700577866329-2-10-3-14-4-0.jpg,4,Neutral,2,Fear,0.0561697,0.5846379,False,False,0.03698518,0.108732425,0.5846379,0.06148793,0.0561697,0.037121125,0.11486581
