reenactment_id,split,sequence_timestamp,participant_id,level_id,emoji_id,true_label_id,true_label,image,target_emotion,model_probability,label_1,label_2,label_3,success_labeler_1,success_labeler_2,success_labeler_3,agreement,include_in_dataset
1700571169233-1-9-3-2-0,validation,1700571169233,9,3,2,0,Anger,1700571169233.png,Anger,0.2757,Anger,Anger,Anger,1,1,1,3,1
1700571173468-1-9-3-4-3,validation,1700571173468,9,3,4,3,Happiness,1700571173468.png,Happiness,0.976,Happiness,Happiness,Happiness,1,1,1,3,1
1700571175890-1-9-3-5-2,validation,1700571175890,9,3,5,2,Fear,1700571175890.png,Fear,0.0219,Surprise,Fear,Fear,0,1,1,2,1
1700571177836-1-9-3-6-5,validation,1700571177836,9,3,6,5,Sadness,1700571177836.png,Sadness,0.4476,Neutral,Sadness,Sadness,0,1,1,2,1
1700571182001-1-9-3-8-0,validation,1700571182001,9,3,8,0,Anger,1700571182001.png,Anger,0.288,Anger,Anger,Anger,1,1,1,3,1
1700571187794-1-9-3-11-3,validation,1700571187794,9,3,11,3,Happiness,1700571187794.png,Happiness,0.8242,Happiness,Happiness,Happiness,1,1,1,3,1
1700571189021-1-9-3-12-4,validation,1700571189021,9,3,12,4,Neutral,1700571189021.png,Neutral,0.5884,Neutral,Neutral,Neutral,1,1,1,3,1
1700571203525-1-9-3-19-6,validation,1700571203525,9,3,19,6,Surprise,1700571203525.png,Surprise,0.7233,Surprise,Surprise,Surprise,1,1,1,3,1
1700571348120-1-9-4-0-1,validation,1700571348120,9,4,0,1,Disgust,1700571348120.png,Disgust,0.9491,Disgust,Disgust,Disgust,1,1,1,3,1
1700571349647-1-9-4-1-5,validation,1700571349647,9,4,1,5,Sadness,1700571349647.png,Sadness,0.4971,Sadness,Sadness,Sadness,1,1,1,3,1
1700571352930-1-9-4-3-6,validation,1700571352930,9,4,3,6,Surprise,1700571352930.png,Surprise,0.8908,Surprise,Surprise,Surprise,1,1,1,3,1
1700571355274-1-9-4-4-4,validation,1700571355274,9,4,4,4,Neutral,1700571355274.png,Neutral,0.5071,Neutral,Neutral,Neutral,1,1,1,3,1
1700571356929-1-9-4-5-4,validation,1700571356929,9,4,5,4,Neutral,1700571356929.png,Neutral,0.5052,Neutral,Neutral,Neutral,1,1,1,3,1
1700571358608-1-9-4-6-3,validation,1700571358608,9,4,6,3,Happiness,1700571358608.png,Happiness,0.9735,Happiness,Happiness,Happiness,1,1,1,3,1
1700571359644-1-9-4-7-0,validation,1700571359644,9,4,7,0,Anger,1700571359644.png,Anger,0.2761,Anger,Anger,Anger,1,1,1,3,1
1700571361673-1-9-4-8-5,validation,1700571361673,9,4,8,5,Sadness,1700571361673.png,Sadness,0.4767,Sadness,Sadness,Sadness,1,1,1,3,1
1700571363263-1-9-4-9-2,validation,1700571363263,9,4,9,2,Fear,1700571363263.png,Fear,0.2083,Fear,Fear,Fear,1,1,1,3,1
1700571365685-1-9-4-10-0,validation,1700571365685,9,4,10,0,Anger,1700571365685.png,Anger,0.3495,Sadness,Anger,Anger,0,1,1,2,1
1700571367301-1-9-4-11-3,validation,1700571367301,9,4,11,3,Happiness,1700571367301.png,Happiness,0.7186,Happiness,Happiness,Happiness,1,1,1,3,1
1700571368874-1-9-4-12-1,validation,1700571368874,9,4,12,1,Disgust,1700571368874.png,Disgust,0.9618,Fear,Disgust,Disgust,0,1,1,2,1
1700571370738-1-9-4-13-3,validation,1700571370738,9,4,13,3,Happiness,1700571370738.png,Happiness,0.7545,Happiness,Happiness,Happiness,1,1,1,3,1
1700571374457-1-9-4-15-1,validation,1700571374457,9,4,15,1,Disgust,1700571374457.png,Disgust,0.9691,Fear,Disgust,Disgust,0,1,1,2,1
1700571375987-1-9-4-16-2,validation,1700571375987,9,4,16,2,Fear,1700571375987.png,Fear,0.4073,Fear,Fear,Fear,1,1,1,3,1
1700571378228-1-9-4-17-5,validation,1700571378228,9,4,17,5,Sadness,1700571378228.png,Sadness,0.552,Fear,Sadness,Sadness,0,1,1,2,1
1700571379610-1-9-4-18-4,validation,1700571379610,9,4,18,4,Neutral,1700571379610.png,Neutral,0.5299,Neutral,Neutral,Neutral,1,1,1,3,1
1700571383269-1-9-4-20-5,validation,1700571383269,9,4,20,5,Sadness,1700571383269.png,Sadness,0.4543,Sadness,Sadness,Sadness,1,1,1,3,1
1700571385065-1-9-4-21-6,validation,1700571385065,9,4,21,6,Surprise,1700571385065.png,Surprise,0.8912,Surprise,Surprise,Surprise,1,1,1,3,1
1700571386521-1-9-4-22-0,validation,1700571386521,9,4,22,0,Anger,1700571386521.png,Anger,0.386,Anger,Anger,Anger,1,1,1,3,1
1700571388602-1-9-4-23-2,validation,1700571388602,9,4,23,2,Fear,1700571388602.png,Fear,0.0716,Surprise,Fear,Fear,0,1,1,2,1
1700571390048-1-9-4-24-3,validation,1700571390048,9,4,24,3,Happiness,1700571390048.png,Happiness,0.6617,Happiness,Happiness,Happiness,1,1,1,3,1
1700571391762-1-9-4-25-2,validation,1700571391762,9,4,25,2,Fear,1700571391762.png,Fear,0.2548,Fear,Fear,Fear,1,1,1,3,1
1700571393508-1-9-4-26-1,validation,1700571393508,9,4,26,1,Disgust,1700571393508.png,Disgust,0.9376,Disgust,Disgust,Disgust,1,1,1,3,1
1700571394892-1-9-4-27-6,validation,1700571394892,9,4,27,6,Surprise,1700571394892.png,Surprise,0.6489,Surprise,Surprise,Surprise,1,1,1,3,1
1700577641790-2-10-1-1-5,test,1700577641790,10,1,1,5,Sadness,1700577641790.png,Sadness,0.5262,Sadness,Sadness,Sadness,1,1,1,3,1
1700577644246-2-10-1-2-3,test,1700577644246,10,1,2,3,Happiness,1700577644246.png,Happiness,0.9879,Happiness,Happiness,Happiness,1,1,1,3,1
1700577653948-2-10-1-6-3,test,1700577653948,10,1,6,3,Happiness,1700577653948.png,Happiness,0.9895,Happiness,Happiness,Happiness,1,1,1,3,1
1700577659103-2-10-1-8-3,test,1700577659103,10,1,8,3,Happiness,1700577659103.png,Happiness,0.9924,Happiness,Happiness,Happiness,1,1,1,3,1
1700577731858-2-10-2-0-4,test,1700577731858,10,2,0,4,Neutral,1700577731858.png,Neutral,0.4418,Happiness,Neutral,Neutral,0,1,1,2,1
1700577733309-2-10-2-1-1,test,1700577733309,10,2,1,1,Disgust,1700577733309.png,Disgust,0.1223,Disgust,Disgust,Disgust,1,1,1,3,1
1700577738960-2-10-2-3-2,test,1700577738960,10,2,3,2,Fear,1700577738960.png,Fear,0.2669,Surprise,Fear,Fear,0,1,1,2,1
1700577740656-2-10-2-4-1,test,1700577740656,10,2,4,1,Disgust,1700577740656.png,Disgust,0.2067,Anger,Disgust,Disgust,0,1,1,2,1
1700577744274-2-10-2-5-1,test,1700577744274,10,2,5,1,Disgust,1700577744274.png,Disgust,0.0706,Disgust,Disgust,Disgust,1,1,1,3,1
1700577751365-2-10-2-8-6,test,1700577751365,10,2,8,6,Surprise,1700577751365.png,Surprise,0.7156,Surprise,Surprise,Surprise,1,1,1,3,1
1700577753271-2-10-2-9-6,test,1700577753271,10,2,9,6,Surprise,1700577753271.png,Surprise,0.3261,Surprise,Fear,Surprise,1,0,1,2,1
1700577756759-2-10-2-10-2,test,1700577756759,10,2,10,2,Fear,1700577756759.png,Fear,0.3688,Fear,Fear,Fear,1,1,1,3,1
1700577759366-2-10-2-11-4,test,1700577759366,10,2,11,4,Neutral,1700577759366.png,Neutral,0.4724,Happiness,Neutral,Neutral,0,1,1,2,1
1700577839039-2-10-3-0-4,test,1700577839039,10,3,0,4,Neutral,1700577839039.png,Neutral,0.4429,Happiness,Neutral,Neutral,0,1,1,2,1
1700577841033-2-10-3-1-1,test,1700577841033,10,3,1,1,Disgust,1700577841033.png,Disgust,0.1872,Disgust,Disgust,Disgust,1,1,1,3,1
1700577843732-2-10-3-2-0,test,1700577843732,10,3,2,0,Anger,1700577843732.png,Anger,0.3441,Sadness,Anger,Anger,0,1,1,2,1
1700577847201-2-10-3-4-3,test,1700577847201,10,3,4,3,Happiness,1700577847201.png,Happiness,0.9917,Happiness,Happiness,Happiness,1,1,1,3,1
1700577849695-2-10-3-5-2,test,1700577849695,10,3,5,2,Fear,1700577849695.png,Fear,0.0442,Fear,Fear,Fear,1,1,1,3,1
1700577851526-2-10-3-6-5,test,1700577851526,10,3,6,5,Sadness,1700577851526.png,Sadness,0.5274,Sadness,Sadness,Sadness,1,1,1,3,1
1700577854173-2-10-3-7-5,test,1700577854173,10,3,7,5,Sadness,1700577854173.png,Sadness,0.4327,Sadness,Sadness,Sadness,1,1,1,3,1
1700577855799-2-10-3-8-0,test,1700577855799,10,3,8,0,Anger,1700577855799.png,Anger,0.2286,Anger,Disgust,Anger,1,0,1,2,1
1700577857687-2-10-3-9-1,test,1700577857687,10,3,9,1,Disgust,1700577857687.png,Disgust,0.1857,Disgust,Disgust,Disgust,1,1,1,3,1
1700577863441-2-10-3-12-4,test,1700577863441,10,3,12,4,Neutral,1700577863441.png,Neutral,0.4628,Neutral,Neutral,Neutral,1,1,1,3,1
1700577867123-2-10-3-14-4,test,1700577867123,10,3,14,4,Neutral,1700577867123.png,Neutral,0.4268,Happiness,Neutral,Neutral,0,1,1,2,1
1700577870256-2-10-3-15-5,test,1700577870256,10,3,15,5,Sadness,1700577870256.png,Sadness,0.4193,Sadness,Sadness,Sadness,1,1,1,3,1
1700577877659-2-10-3-19-6,test,1700577877659,10,3,19,6,Surprise,1700577877659.png,Surprise,0.4215,Surprise,Surprise,Surprise,1,1,1,3,1
1700577880261-2-10-3-20-2,test,1700577880261,10,3,20,2,Fear,1700577880261.png,Fear,0.5265,Fear,Fear,Fear,1,1,1,3,1
1700578007024-2-10-4-0-1,test,1700578007024,10,4,0,1,Disgust,1700578007024.png,Disgust,0.0207,Happiness,Disgust,Disgust,0,1,1,2,1
1700578011711-2-10-4-3-6,test,1700578011711,10,4,3,6,Surprise,1700578011711.png,Surprise,0.5959,Surprise,Fear,Surprise,1,0,1,2,1
1700578014206-2-10-4-4-4,test,1700578014206,10,4,4,4,Neutral,1700578014206.png,Neutral,0.5257,Neutral,Neutral,Neutral,1,1,1,3,1
1700578015880-2-10-4-5-4,test,1700578015880,10,4,5,4,Neutral,1700578015880.png,Neutral,0.5385,Neutral,Neutral,Neutral,1,1,1,3,1
1700578017539-2-10-4-6-3,test,1700578017539,10,4,6,3,Happiness,1700578017539.png,Happiness,0.9847,Happiness,Happiness,Happiness,1,1,1,3,1
1700578020748-2-10-4-8-5,test,1700578020748,10,4,8,5,Sadness,1700578020748.png,Sadness,0.744,Sadness,Sadness,Sadness,1,1,1,3,1
1700578022517-2-10-4-9-2,test,1700578022517,10,4,9,2,Fear,1700578022517.png,Fear,0.7965,Fear,Fear,Fear,1,1,1,3,1
1700578026276-2-10-4-11-3,test,1700578026276,10,4,11,3,Happiness,1700578026276.png,Happiness,0.9909,Happiness,Happiness,Happiness,1,1,1,3,1
1700578027679-2-10-4-12-1,test,1700578027679,10,4,12,1,Disgust,1700578027679.png,Disgust,0.6933,Disgust,Disgust,Disgust,1,1,1,3,1
1700578029507-2-10-4-13-3,test,1700578029507,10,4,13,3,Happiness,1700578029507.png,Happiness,0.9903,Happiness,Happiness,Happiness,1,1,1,3,1
1700578035450-2-10-4-16-2,test,1700578035450,10,4,16,2,Fear,1700578035450.png,Fear,0.5497,Surprise,Fear,Fear,0,1,1,2,1
1700578036809-2-10-4-17-5,test,1700578036809,10,4,17,5,Sadness,1700578036809.png,Sadness,0.6438,Sadness,Sadness,Sadness,1,1,1,3,1
1700578042343-2-10-4-20-5,test,1700578042343,10,4,20,5,Sadness,1700578042343.png,Sadness,0.7936,Sadness,Sadness,Sadness,1,1,1,3,1
1700578043747-2-10-4-21-6,test,1700578043747,10,4,21,6,Surprise,1700578043747.png,Surprise,0.5035,Surprise,Surprise,Fear,1,1,0,2,1
1700578045766-2-10-4-22-0,test,1700578045766,10,4,22,0,Anger,1700578045766.png,Anger,0.6765,Anger,Disgust,Anger,1,0,1,2,1
1700578047686-2-10-4-23-2,test,1700578047686,10,4,23,2,Fear,1700578047686.png,Fear,0.3252,Fear,Fear,Fear,1,1,1,3,1
1700578050680-2-10-4-25-2,test,1700578050680,10,4,25,2,Fear,1700578050680.png,Fear,0.38,Surprise,Fear,Fear,0,1,1,2,1
1700578052853-2-10-4-26-1,test,1700578052853,10,4,26,1,Disgust,1700578052853.png,Disgust,0.9191,Disgust,Disgust,Disgust,1,1,1,3,1
1700578053937-2-10-4-27-6,test,1700578053937,10,4,27,6,Surprise,1700578053937.png,Surprise,0.7262,Surprise,Surprise,Fear,1,1,0,2,1
1700580278194-0-11-1-0-0,train,1700580278194,11,1,0,0,Anger,1700580278194.png,Anger,0.3813,Disgust,Anger,Anger,0,1,1,2,1
1700580283368-0-11-1-2-3,train,1700580283368,11,1,2,3,Happiness,1700580283368.png,Happiness,0.9688,Happiness,Happiness,Happiness,1,1,1,3,1
1700580285249-0-11-1-3-0,train,1700580285249,11,1,3,0,Anger,1700580285249.png,Anger,0.3702,Sadness,Anger,Anger,0,1,1,2,1
1700580290717-0-11-1-5-5,train,1700580290717,11,1,5,5,Sadness,1700580290717.png,Sadness,0.4908,Sadness,Surprise,Sadness,1,0,1,2,1
1700580293340-0-11-1-6-3,train,1700580293340,11,1,6,3,Happiness,1700580293340.png,Happiness,0.9666,Happiness,Happiness,Happiness,1,1,1,3,1
1700580295660-0-11-1-7-5,train,1700580295660,11,1,7,5,Sadness,1700580295660.png,Sadness,0.4105,Sadness,Surprise,Sadness,1,0,1,2,1
1700580297765-0-11-1-8-3,train,1700580297765,11,1,8,3,Happiness,1700580297765.png,Happiness,0.9772,Happiness,Happiness,Happiness,1,1,1,3,1
1700580365317-0-11-2-0-4,train,1700580365317,11,2,0,4,Neutral,1700580365317.png,Neutral,0.5835,Neutral,Neutral,Neutral,1,1,1,3,1
1700580370438-0-11-2-2-6,train,1700580370438,11,2,2,6,Surprise,1700580370438.png,Surprise,0.7463,Surprise,Surprise,Surprise,1,1,1,3,1
1700580373458-0-11-2-3-2,train,1700580373458,11,2,3,2,Fear,1700580373458.png,Fear,0.3872,Fear,Fear,Fear,1,1,1,3,1
1700580376133-0-11-2-4-1,train,1700580376133,11,2,4,1,Disgust,1700580376133.png,Disgust,0.6745,Disgust,Disgust,Disgust,1,1,1,3,1
1700580379024-0-11-2-5-1,train,1700580379024,11,2,5,1,Disgust,1700580379024.png,Disgust,0.6297,Disgust,Sadness,Disgust,1,0,1,2,1
1700580381214-0-11-2-6-2,train,1700580381214,11,2,6,2,Fear,1700580381214.png,Fear,0.24,Fear,Fear,Fear,1,1,1,3,1
1700580384125-0-11-2-7-4,train,1700580384125,11,2,7,4,Neutral,1700580384125.png,Neutral,0.6178,Neutral,Neutral,Neutral,1,1,1,3,1
1700580385269-0-11-2-8-6,train,1700580385269,11,2,8,6,Surprise,1700580385269.png,Surprise,0.8919,Surprise,Surprise,Surprise,1,1,1,3,1
1700580387618-0-11-2-9-6,train,1700580387618,11,2,9,6,Surprise,1700580387618.png,Surprise,0.7231,Surprise,Surprise,Surprise,1,1,1,3,1
1700580391543-0-11-2-10-2,train,1700580391543,11,2,10,2,Fear,1700580391543.png,Fear,0.925,Fear,Fear,Fear,1,1,1,3,1
1700580393980-0-11-2-11-4,train,1700580393980,11,2,11,4,Neutral,1700580393980.png,Neutral,0.5378,Neutral,Neutral,Neutral,1,1,1,3,1
1700580482915-0-11-3-0-4,train,1700580482915,11,3,0,4,Neutral,1700580482915.png,Neutral,0.5971,Neutral,Neutral,Neutral,1,1,1,3,1
1700580485070-0-11-3-1-1,train,1700580485070,11,3,1,1,Disgust,1700580485070.png,Disgust,0.6065,Disgust,Disgust,Disgust,1,1,1,3,1
1700580487810-0-11-3-2-0,train,1700580487810,11,3,2,0,Anger,1700580487810.png,Anger,0.504,Disgust,Anger,Anger,0,1,1,2,1
1700580489743-0-11-3-3-6,train,1700580489743,11,3,3,6,Surprise,1700580489743.png,Surprise,0.7846,Surprise,Surprise,Surprise,1,1,1,3,1
1700580491541-0-11-3-4-3,train,1700580491541,11,3,4,3,Happiness,1700580491541.png,Happiness,0.9744,Happiness,Happiness,Happiness,1,1,1,3,1
1700580494213-0-11-3-5-2,train,1700580494213,11,3,5,2,Fear,1700580494213.png,Fear,0.4227,Surprise,Fear,Fear,0,1,1,2,1
1700580495753-0-11-3-6-5,train,1700580495753,11,3,6,5,Sadness,1700580495753.png,Sadness,0.3893,Sadness,Sadness,Sadness,1,1,1,3,1
1700580499741-0-11-3-8-0,train,1700580499741,11,3,8,0,Anger,1700580499741.png,Anger,0.3402,Disgust,Anger,Anger,0,1,1,2,1
1700580505437-0-11-3-11-3,train,1700580505437,11,3,11,3,Happiness,1700580505437.png,Happiness,0.9801,Happiness,Happiness,Happiness,1,1,1,3,1
1700580507204-0-11-3-12-4,train,1700580507204,11,3,12,4,Neutral,1700580507204.png,Neutral,0.5198,Anger,Neutral,Neutral,0,1,1,2,1
1700580509641-0-11-3-13-6,train,1700580509641,11,3,13,6,Surprise,1700580509641.png,Surprise,0.7723,Surprise,Surprise,Surprise,1,1,1,3,1
1700580511202-0-11-3-14-4,train,1700580511202,11,3,14,4,Neutral,1700580511202.png,Neutral,0.5321,Neutral,Anger,Neutral,1,0,1,2,1
1700580513563-0-11-3-15-5,train,1700580513563,11,3,15,5,Sadness,1700580513563.png,Sadness,0.3424,Sadness,Sadness,Sadness,1,1,1,3,1
1700580515530-0-11-3-16-2,train,1700580515530,11,3,16,2,Fear,1700580515530.png,Fear,0.1003,Surprise,Fear,Fear,0,1,1,2,1
1700580518439-0-11-3-17-3,train,1700580518439,11,3,17,3,Happiness,1700580518439.png,Happiness,0.9852,Happiness,Happiness,Happiness,1,1,1,3,1
1700580521795-0-11-3-19-6,train,1700580521795,11,3,19,6,Surprise,1700580521795.png,Surprise,0.6741,Surprise,Surprise,Surprise,1,1,1,3,1
1700580524093-0-11-3-20-2,train,1700580524093,11,3,20,2,Fear,1700580524093.png,Fear,0.2512,Surprise,Fear,Fear,0,1,1,2,1
1700580670039-0-11-4-2-4,train,1700580670039,11,4,2,4,Neutral,1700580670039.png,Neutral,0.6014,Anger,Neutral,Neutral,0,1,1,2,1
1700580672719-0-11-4-3-6,train,1700580672719,11,4,3,6,Surprise,1700580672719.png,Surprise,0.4609,Surprise,Surprise,Surprise,1,1,1,3,1
1700580674360-0-11-4-4-4,train,1700580674360,11,4,4,4,Neutral,1700580674360.png,Neutral,0.5186,Anger,Neutral,Neutral,0,1,1,2,1
1700580675190-0-11-4-5-4,train,1700580675190,11,4,5,4,Neutral,1700580675190.png,Neutral,0.5036,Neutral,Neutral,Neutral,1,1,1,3,1
1700580676935-0-11-4-6-3,train,1700580676935,11,4,6,3,Happiness,1700580676935.png,Happiness,0.9769,Happiness,Happiness,Happiness,1,1,1,3,1
1700580678854-0-11-4-7-0,train,1700580678854,11,4,7,0,Anger,1700580678854.png,Anger,0.4216,Anger,Anger,Anger,1,1,1,3,1
1700580681391-0-11-4-8-5,train,1700580681391,11,4,8,5,Sadness,1700580681391.png,Sadness,0.3344,Sadness,Sadness,Sadness,1,1,1,3,1
1700580682776-0-11-4-9-2,train,1700580682776,11,4,9,2,Fear,1700580682776.png,Fear,0.2585,Surprise,Fear,Fear,0,1,1,2,1
1700580686765-0-11-4-11-3,train,1700580686765,11,4,11,3,Happiness,1700580686765.png,Happiness,0.9543,Happiness,Happiness,Happiness,1,1,1,3,1
1700580688535-0-11-4-12-1,train,1700580688535,11,4,12,1,Disgust,1700580688535.png,Disgust,0.6427,Disgust,Disgust,Disgust,1,1,1,3,1
1700580690290-0-11-4-13-3,train,1700580690290,11,4,13,3,Happiness,1700580690290.png,Happiness,0.9725,Happiness,Happiness,Happiness,1,1,1,3,1
1700580691344-0-11-4-14-0,train,1700580691344,11,4,14,0,Anger,1700580691344.png,Anger,0.8306,Anger,Anger,Anger,1,1,1,3,1
1700580700662-0-11-4-19-6,train,1700580700662,11,4,19,6,Surprise,1700580700662.png,Surprise,0.4939,Surprise,Surprise,Surprise,1,1,1,3,1
1700580704337-0-11-4-21-6,train,1700580704337,11,4,21,6,Surprise,1700580704337.png,Surprise,0.4301,Surprise,Surprise,Fear,1,1,0,2,1
1700580709019-0-11-4-24-3,train,1700580709019,11,4,24,3,Happiness,1700580709019.png,Happiness,0.9732,Happiness,Happiness,Happiness,1,1,1,3,1
1700580713105-0-11-4-26-1,train,1700580713105,11,4,26,1,Disgust,1700580713105.png,Disgust,0.8042,Disgust,Disgust,Anger,1,1,0,2,1
1700580714526-0-11-4-27-6,train,1700580714526,11,4,27,6,Surprise,1700580714526.png,Surprise,0.4882,Surprise,Surprise,Fear,1,1,0,2,1
1700581970470-0-12-1-2-3,train,1700581970470,12,1,2,3,Happiness,1700581970470.png,Happiness,0.9612,Happiness,Happiness,Happiness,1,1,1,3,1
1700581981147-0-12-1-6-3,train,1700581981147,12,1,6,3,Happiness,1700581981147.png,Happiness,0.5062,Happiness,Happiness,Happiness,1,1,1,3,1
1700581986437-0-12-1-8-3,train,1700581986437,12,1,8,3,Happiness,1700581986437.png,Happiness,0.4754,Happiness,Happiness,Happiness,1,1,1,3,1
1700582050720-0-12-2-0-4,train,1700582050720,12,2,0,4,Neutral,1700582050720.png,Neutral,0.6006,Neutral,Neutral,Neutral,1,1,1,3,1
1700582055492-0-12-2-2-6,train,1700582055492,12,2,2,6,Surprise,1700582055492.png,Surprise,0.9057,Surprise,Surprise,Surprise,1,1,1,3,1
1700582057784-0-12-2-3-2,train,1700582057784,12,2,3,2,Fear,1700582057784.png,Fear,0.1367,Fear,Fear,Fear,1,1,1,3,1
1700582060835-0-12-2-4-1,train,1700582060835,12,2,4,1,Disgust,1700582060835.png,Disgust,0.6364,Disgust,Disgust,Anger,1,1,0,2,1
1700582067652-0-12-2-7-4,train,1700582067652,12,2,7,4,Neutral,1700582067652.png,Neutral,0.583,Neutral,Neutral,Happiness,1,1,0,2,1
1700582070440-0-12-2-8-6,train,1700582070440,12,2,8,6,Surprise,1700582070440.png,Surprise,0.8627,Surprise,Fear,Surprise,1,0,1,2,1
1700582072837-0-12-2-9-6,train,1700582072837,12,2,9,6,Surprise,1700582072837.png,Surprise,0.8679,Surprise,Surprise,Surprise,1,1,1,3,1
1700582077346-0-12-2-11-4,train,1700582077346,12,2,11,4,Neutral,1700582077346.png,Neutral,0.5368,Neutral,Neutral,Neutral,1,1,1,3,1
1700582158885-0-12-3-0-4,train,1700582158885,12,3,0,4,Neutral,1700582158885.png,Neutral,0.5848,Neutral,Neutral,Neutral,1,1,1,3,1
1700582167043-0-12-3-4-3,train,1700582167043,12,3,4,3,Happiness,1700582167043.png,Happiness,0.6944,Happiness,Happiness,Happiness,1,1,1,3,1
1700582169785-0-12-3-5-2,train,1700582169785,12,3,5,2,Fear,1700582169785.png,Fear,0.0475,Neutral,Fear,Fear,0,1,1,2,1
1700582183583-0-12-3-12-4,train,1700582183583,12,3,12,4,Neutral,1700582183583.png,Neutral,0.5802,Neutral,Neutral,Neutral,1,1,1,3,1
1700582185616-0-12-3-13-6,train,1700582185616,12,3,13,6,Surprise,1700582185616.png,Surprise,0.8553,Fear,Surprise,Surprise,0,1,1,2,1
1700582187147-0-12-3-14-4,train,1700582187147,12,3,14,4,Neutral,1700582187147.png,Neutral,0.5817,Neutral,Neutral,Neutral,1,1,1,3,1
1700582191310-0-12-3-16-2,train,1700582191310,12,3,16,2,Fear,1700582191310.png,Fear,0.2305,Surprise,Fear,Fear,0,1,1,2,1
1700582192675-0-12-3-17-3,train,1700582192675,12,3,17,3,Happiness,1700582192675.png,Happiness,0.9306,Happiness,Happiness,Happiness,1,1,1,3,1
1700582195137-0-12-3-18-1,train,1700582195137,12,3,18,1,Disgust,1700582195137.png,Disgust,0.3836,Disgust,Disgust,Disgust,1,1,1,3,1
1700582326463-0-12-4-0-1,train,1700582326463,12,4,0,1,Disgust,1700582326463.png,Disgust,0.0515,Sadness,Disgust,Disgust,0,1,1,2,1
1700582329161-0-12-4-1-5,train,1700582329161,12,4,1,5,Sadness,1700582329161.png,Sadness,0.4097,Sadness,Sadness,Sadness,1,1,1,3,1
1700582330708-0-12-4-2-4,train,1700582330708,12,4,2,4,Neutral,1700582330708.png,Neutral,0.6287,Neutral,Neutral,Neutral,1,1,1,3,1
1700582334354-0-12-4-4-4,train,1700582334354,12,4,4,4,Neutral,1700582334354.png,Neutral,0.6218,Neutral,Neutral,Neutral,1,1,1,3,1
1700582336178-0-12-4-5-4,train,1700582336178,12,4,5,4,Neutral,1700582336178.png,Neutral,0.583,Neutral,Neutral,Neutral,1,1,1,3,1
1700582337973-0-12-4-6-3,train,1700582337973,12,4,6,3,Happiness,1700582337973.png,Happiness,0.9357,Happiness,Happiness,Happiness,1,1,1,3,1
1700582340968-0-12-4-8-5,train,1700582340968,12,4,8,5,Sadness,1700582340968.png,Sadness,0.2746,Sadness,Sadness,Sadness,1,1,1,3,1
1700582345005-0-12-4-10-0,train,1700582345005,12,4,10,0,Anger,1700582345005.png,Anger,0.276,Anger,Anger,Anger,1,1,1,3,1
1700582346757-0-12-4-11-3,train,1700582346757,12,4,11,3,Happiness,1700582346757.png,Happiness,0.2998,Happiness,Happiness,Happiness,1,1,1,3,1
1700582349697-0-12-4-13-3,train,1700582349697,12,4,13,3,Happiness,1700582349697.png,Happiness,0.7119,Happiness,Happiness,Happiness,1,1,1,3,1
1700582354642-0-12-4-16-2,train,1700582354642,12,4,16,2,Fear,1700582354642.png,Fear,0.1882,Surprise,Fear,Fear,0,1,1,2,1
1700582357226-0-12-4-17-5,train,1700582357226,12,4,17,5,Sadness,1700582357226.png,Sadness,0.3721,Sadness,Sadness,Anger,1,1,0,2,1
1700582358759-0-12-4-18-4,train,1700582358759,12,4,18,4,Neutral,1700582358759.png,Neutral,0.4712,Neutral,Neutral,Neutral,1,1,1,3,1
1700582360419-0-12-4-19-6,train,1700582360419,12,4,19,6,Surprise,1700582360419.png,Surprise,0.909,Surprise,Surprise,Surprise,1,1,1,3,1
1700582362281-0-12-4-20-5,train,1700582362281,12,4,20,5,Sadness,1700582362281.png,Sadness,0.5346,Fear,Sadness,Sadness,0,1,1,2,1
1700582364232-0-12-4-21-6,train,1700582364232,12,4,21,6,Surprise,1700582364232.png,Surprise,0.9031,Surprise,Surprise,Fear,1,1,0,2,1
1700582369367-0-12-4-24-3,train,1700582369367,12,4,24,3,Happiness,1700582369367.png,Happiness,0.5854,Happiness,Happiness,Happiness,1,1,1,3,1
1700582374311-0-12-4-27-6,train,1700582374311,12,4,27,6,Surprise,1700582374311.png,Surprise,0.8353,Surprise,Fear,Surprise,1,0,1,2,1
1700583797412-2-13-1-0-0,test,1700583797412,13,1,0,0,Anger,1700583797412.png,Anger,0.1858,Disgust,Anger,Anger,0,1,1,2,1
1700583805997-2-13-1-3-0,test,1700583805997,13,1,3,0,Anger,1700583805997.png,Anger,0.2094,Anger,Anger,Anger,1,1,1,3,1
1700583807891-2-13-1-4-0,test,1700583807891,13,1,4,0,Anger,1700583807891.png,Anger,0.2771,Anger,Anger,Anger,1,1,1,3,1
1700583813812-2-13-1-6-3,test,1700583813812,13,1,6,3,Happiness,1700583813812.png,Happiness,0.9918,Happiness,Happiness,Happiness,1,1,1,3,1
1700583815717-2-13-1-7-5,test,1700583815717,13,1,7,5,Sadness,1700583815717.png,Sadness,0.3764,Sadness,Sadness,Sadness,1,1,1,3,1
1700583883653-2-13-2-0-4,test,1700583883653,13,2,0,4,Neutral,1700583883653.png,Neutral,0.5904,Neutral,Neutral,Neutral,1,1,1,3,1
1700583887578-2-13-2-2-6,test,1700583887578,13,2,2,6,Surprise,1700583887578.png,Surprise,0.6231,Surprise,Surprise,Fear,1,1,0,2,1
